ID,Stock,Date,Open,High,Low,Close,Volume,AdjClose
240,Intel,6/1/2005,$26.80 ,$27.75 ,$25.73 ,$26.02 ,55191463,$25.46 
241,Intel,5/2/2005,$23.50 ,$27.40 ,$23.35 ,$26.96 ,64584867,$26.38 
242,Intel,4/1/2005,$23.34 ,$23.90 ,$21.94 ,$23.52 ,67651157,$22.93 
243,Intel,3/1/2005,$24.36 ,$25.47 ,$22.96 ,$23.23 ,63823945,$22.65 
244,Intel,2/1/2005,$22.49 ,$24.63 ,$22.17 ,$23.99 ,78924846,$23.39 
245,Intel,1/3/2005,$23.64 ,$23.79 ,$21.89 ,$22.45 ,82481585,$21.81 
246,Intel,12/1/2004,$22.50 ,$24.50 ,$22.44 ,$23.39 ,69185754,$22.73 
247,Intel,11/1/2004,$22.19 ,$24.99 ,$22.15 ,$22.38 ,72085390,$21.74 
248,Intel,10/1/2004,$20.30 ,$22.61 ,$20.22 ,$22.26 ,75530195,$21.59 
249,Intel,9/1/2004,$21.10 ,$21.72 ,$19.64 ,$20.06 ,77974208,$19.46 
250,Intel,8/2/2004,$24.04 ,$24.99 ,$20.86 ,$21.29 ,61273304,$20.65 
251,Intel,7/1/2004,$27.39 ,$27.48 ,$22.46 ,$24.38 ,84238776,$23.61 
252,Intel,6/1/2004,$28.37 ,$29.01 ,$27.13 ,$27.60 ,51221776,$26.72 
253,Intel,5/3/2004,$26.05 ,$28.98 ,$25.61 ,$28.55 ,62199539,$27.64 
254,Intel,4/1/2004,$27.37 ,$28.56 ,$25.72 ,$25.73 ,68996995,$24.88 
255,Intel,3/1/2004,$29.04 ,$30.14 ,$26.03 ,$27.20 ,76426029,$26.30 
256,Intel,2/2/2004,$30.90 ,$31.43 ,$28.65 ,$29.20 ,60823984,$28.23 
257,Intel,1/2/2004,$32.36 ,$34.60 ,$30.35 ,$30.52 ,59486895,$29.47 
258,Intel,12/1/2003,$33.82 ,$34.40 ,$29.66 ,$32.05 ,50668872,$30.95 
259,Intel,11/3/2003,$33.33 ,$34.51 ,$31.66 ,$33.54 ,48305094,$32.39 
260,Intel,10/1/2003,$27.82 ,$33.28 ,$27.81 ,$32.95 ,54786638,$31.80 
261,Intel,9/2/2003,$28.77 ,$29.38 ,$27.22 ,$27.52 ,58535385,$26.56 
262,Intel,8/1/2003,$24.78 ,$29.04 ,$23.33 ,$28.59 ,56696171,$27.59 
263,Intel,7/1/2003,$20.87 ,$25.50 ,$20.51 ,$24.89 ,68178022,$24.00 
264,Intel,6/2/2003,$21.00 ,$22.92 ,$19.99 ,$20.81 ,67030680,$20.07 
265,Intel,5/1/2003,$18.37 ,$21.01 ,$18.30 ,$20.82 ,64541551,$20.08 
266,Intel,4/1/2003,$16.38 ,$19.56 ,$16.28 ,$18.40 ,61260466,$17.72 
267,Intel,3/3/2003,$17.13 ,$19.01 ,$15.59 ,$16.28 ,64721704,$15.68 
268,Intel,2/3/2003,$15.65 ,$17.29 ,$14.88 ,$17.25 ,54643742,$16.62 
269,Intel,1/2/2003,$16.02 ,$18.01 ,$15.14 ,$15.66 ,64880928,$15.06 
270,Intel,12/2/2002,$21.88 ,$22.09 ,$15.42 ,$15.57 ,58389095,$14.98 
271,Intel,11/1/2002,$17.10 ,$21.30 ,$16.91 ,$20.88 ,63559699,$20.09 
272,Intel,10/1/2002,$14.05 ,$17.51 ,$12.95 ,$17.30 ,85138574,$16.62 
273,Intel,9/3/2002,$16.47 ,$17.04 ,$13.67 ,$13.89 ,66464565,$13.35 
274,Intel,8/1/2002,$18.72 ,$19.67 ,$15.82 ,$16.67 ,55220986,$16.02 
275,Intel,7/1/2002,$18.35 ,$19.88 ,$16.26 ,$18.79 ,70957249,$18.04 
276,Intel,6/3/2002,$27.43 ,$28.20 ,$17.45 ,$18.27 ,69893439,$17.54 
277,Intel,5/1/2002,$28.57 ,$31.36 ,$25.56 ,$27.62 ,46150504,$26.51 
278,Intel,4/1/2002,$30.14 ,$31.45 ,$27.51 ,$28.61 ,46482072,$27.44 
279,Intel,3/1/2002,$29.09 ,$34.25 ,$28.99 ,$30.41 ,47849219,$29.17 
280,Intel,2/1/2002,$34.82 ,$35.07 ,$28.50 ,$28.55 ,53846668,$27.38 
281,Intel,1/2/2002,$31.90 ,$36.78 ,$31.56 ,$35.04 ,55613433,$33.59 
282,Intel,12/3/2001,$32.29 ,$34.85 ,$31.41 ,$31.45 ,43995395,$30.15 
283,Intel,11/1/2001,$24.53 ,$32.99 ,$24.25 ,$32.66 ,55037100,$31.31 
284,Intel,10/1/2001,$20.21 ,$26.50 ,$19.08 ,$24.42 ,56607743,$23.39 
285,Intel,9/4/2001,$27.56 ,$28.09 ,$18.96 ,$20.44 ,75960346,$19.58 
286,Intel,8/1/2001,$30.62 ,$32.23 ,$26.88 ,$27.96 ,43029891,$26.78 
287,Intel,7/2/2001,$29.58 ,$31.00 ,$27.00 ,$29.81 ,48377695,$28.54 
288,Intel,6/1/2001,$27.26 ,$31.93 ,$26.14 ,$29.25 ,50365990,$28.00 
289,Intel,5/1/2001,$30.77 ,$32.50 ,$26.40 ,$27.01 ,45703445,$25.86 
290,Intel,4/2/2001,$26.06 ,$32.57 ,$22.25 ,$30.91 ,63693440,$29.57 
291,Intel,3/1/2001,$28.25 ,$33.69 ,$24.56 ,$26.31 ,66763273,$25.17 
292,Intel,2/1/2001,$37.06 ,$38.23 ,$28.00 ,$28.56 ,50421578,$27.32 
293,Intel,1/2/2001,$30.69 ,$38.59 ,$30.00 ,$37.00 ,61110909,$35.38 
294,Intel,12/1/2000,$38.50 ,$38.50 ,$29.81 ,$30.06 ,58737290,$28.74 
295,Intel,11/1/2000,$44.31 ,$47.88 ,$36.00 ,$38.06 ,51287913,$36.39 
296,Intel,10/2/2000,$42.94 ,$47.00 ,$35.00 ,$45.00 ,67244954,$43.01 
297,Intel,9/1/2000,$75.62 ,$75.69 ,$41.38 ,$41.56 ,77048785,$39.72 
298,Intel,8/1/2000,$67.06 ,$75.83 ,$60.44 ,$74.87 ,31158291,$71.55 
299,Intel,7/3/2000,$134.13 ,$147.50 ,$64.50 ,$66.75 ,42980490,$63.77 
300,Intel,6/1/2000,$126.19 ,$140.25 ,$124.12 ,$133.69 ,40595390,$63.86 
301,Intel,5/1/2000,$127.94 ,$131.00 ,$105.12 ,$124.69 ,54545336,$59.56 
302,Intel,4/3/2000,$131.38 ,$139.06 ,$108.37 ,$126.81 ,65995536,$60.56 
303,Intel,3/1/2000,$112.87 ,$145.38 ,$112.00 ,$131.94 ,51730104,$63.01 
304,Intel,2/1/2000,$98.37 ,$116.50 ,$96.62 ,$113.00 ,50486320,$53.97 
305,Intel,1/3/2000,$83.27 ,$106.62 ,$77.37 ,$98.94 ,73769270,$47.24 
306,Intel,12/1/1999,$76.06 ,$85.50 ,$70.56 ,$82.31 ,38776809,$39.30 
307,Intel,11/1/1999,$77.62 ,$83.87 ,$73.62 ,$76.69 ,42351209,$36.61 
308,Intel,10/1/1999,$74.25 ,$79.81 ,$65.00 ,$77.44 ,61434561,$36.96 
309,Intel,9/1/1999,$83.69 ,$89.50 ,$72.62 ,$74.31 ,52269514,$35.46 
310,Intel,8/2/1999,$69.87 ,$84.50 ,$69.50 ,$82.19 ,51764545,$39.23 
311,Intel,7/1/1999,$59.75 ,$71.75 ,$59.25 ,$69.00 ,50930142,$32.92 
312,Intel,6/1/1999,$53.81 ,$59.88 ,$50.13 ,$59.50 ,43560354,$28.38 
313,Intel,5/3/1999,$61.19 ,$65.00 ,$51.00 ,$54.06 ,40838460,$25.79 
314,Intel,4/1/1999,$119.94 ,$133.50 ,$55.00 ,$61.19 ,53352276,$29.18 
315,Intel,3/1/1999,$118.81 ,$124.37 ,$109.56 ,$118.87 ,75877217,$28.34 
316,Intel,2/1/1999,$140.69 ,$140.69 ,$118.87 ,$119.94 ,84851705,$28.60 
317,Intel,1/4/1999,$119.94 ,$143.69 ,$119.69 ,$140.94 ,76369915,$33.59 
318,Intel,12/1/1998,$105.81 ,$126.19 ,$105.69 ,$118.56 ,56260290,$28.25 
319,Intel,11/2/1998,$89.75 ,$115.87 ,$89.56 ,$107.62 ,67840320,$25.65 
320,Intel,10/1/1998,$84.25 ,$90.81 ,$75.81 ,$89.19 ,73758672,$21.25 
321,Intel,9/1/1998,$70.94 ,$89.00 ,$69.75 ,$85.75 ,72464914,$20.43 
322,Intel,8/3/1998,$83.62 ,$92.62 ,$70.94 ,$71.19 ,88825752,$16.96 
323,Intel,7/1/1998,$74.69 ,$88.25 ,$72.25 ,$84.44 ,74254436,$20.11 
324,Intel,6/1/1998,$69.12 ,$77.62 ,$65.66 ,$74.12 ,67772472,$17.65 
325,Intel,5/1/1998,$80.94 ,$85.44 ,$71.25 ,$71.44 ,58246800,$17.01 
326,Intel,4/1/1998,$77.50 ,$85.06 ,$71.31 ,$80.81 ,76032038,$19.24 
327,Intel,3/2/1998,$89.81 ,$91.37 ,$74.00 ,$78.06 ,79953345,$18.58 
328,Intel,2/2/1998,$82.50 ,$95.62 ,$82.19 ,$89.69 ,74033663,$21.35 
329,Intel,1/2/1998,$70.69 ,$82.87 ,$70.50 ,$81.00 ,70181140,$19.28 
330,Intel,12/1/1997,$78.50 ,$81.75 ,$67.37 ,$70.25 ,66193927,$16.71 
331,Intel,11/3/1997,$78.44 ,$81.75 ,$72.02 ,$77.62 ,67702168,$18.47 
332,Intel,10/1/1997,$92.75 ,$95.62 ,$69.25 ,$77.00 ,90202660,$18.32 
333,Intel,9/2/1997,$93.12 ,$99.25 ,$92.00 ,$92.31 ,52210133,$21.96 
334,Intel,8/1/1997,$92.75 ,$102.00 ,$89.87 ,$92.12 ,69055923,$21.91 
335,Intel,7/1/1997,$142.00 ,$154.56 ,$76.75 ,$91.81 ,89247800,$21.84 
336,Intel,6/2/1997,$154.00 ,$154.63 ,$140.75 ,$141.81 ,103607314,$16.86 
337,Intel,5/1/1997,$153.38 ,$169.75 ,$140.00 ,$151.50 ,135409866,$18.01 
338,Intel,4/1/1997,$137.63 ,$153.50 ,$128.25 ,$153.13 ,117950036,$18.20 
339,Intel,3/3/1997,$141.13 ,$150.25 ,$125.75 ,$139.13 ,114471440,$16.53 
340,Intel,2/3/1997,$163.50 ,$165.00 ,$137.00 ,$141.88 ,121478652,$16.86 
341,Intel,1/2/1997,$131.75 ,$164.00 ,$127.62 ,$162.25 ,105976036,$19.28 
342,Intel,12/2/1996,$126.00 ,$141.50 ,$123.37 ,$130.94 ,88495771,$15.56 
343,Intel,11/1/1996,$109.87 ,$127.25 ,$108.00 ,$126.87 ,84585080,$15.07 
344,Intel,10/1/1996,$94.62 ,$114.25 ,$94.25 ,$109.87 ,80424765,$13.05 
345,Intel,9/3/1996,$79.12 ,$99.50 ,$78.50 ,$95.44 ,66584000,$11.33 
346,Intel,8/1/1996,$75.37 ,$83.25 ,$74.87 ,$79.81 ,57526690,$9.48 
347,Intel,7/1/1996,$73.75 ,$75.89 ,$64.12 ,$75.12 ,92232400,$8.92 
348,Intel,6/3/1996,$75.12 ,$77.75 ,$70.25 ,$73.44 ,57243600,$8.71 
349,Intel,5/1/1996,$67.37 ,$75.62 ,$66.50 ,$75.50 ,64441600,$8.96 
350,Intel,4/1/1996,$57.13 ,$70.37 ,$56.38 ,$67.75 ,80938895,$8.04 
351,Intel,3/1/1996,$57.63 ,$60.25 ,$51.50 ,$56.88 ,67761066,$6.75 
352,Intel,2/1/1996,$55.00 ,$61.63 ,$54.86 ,$58.81 ,60467920,$6.97 
353,Intel,1/2/1996,$57.38 ,$59.38 ,$49.81 ,$55.23 ,112054909,$6.55 
354,Intel,12/1/1995,$61.38 ,$64.00 ,$55.19 ,$56.75 ,64917040,$6.73 
355,Intel,11/1/1995,$70.75 ,$73.14 ,$59.88 ,$60.88 ,81136533,$7.21 
356,Intel,10/2/1995,$60.61 ,$71.37 ,$57.75 ,$69.87 ,82715418,$8.28 
357,Intel,9/1/1995,$61.25 ,$66.62 ,$57.25 ,$60.13 ,76068400,$7.12 
358,Intel,8/1/1995,$65.00 ,$67.25 ,$57.13 ,$61.38 ,87998226,$7.27 
359,Intel,7/3/1995,$63.38 ,$78.37 ,$62.50 ,$65.00 ,114913240,$7.70 
360,Intel,6/1/1995,$112.50 ,$117.62 ,$58.38 ,$63.31 ,92298400,$7.49 
361,Intel,5/1/1995,$103.50 ,$119.00 ,$102.87 ,$112.25 ,131184218,$6.64 
362,Intel,4/3/1995,$84.75 ,$104.12 ,$84.50 ,$102.37 ,115518315,$6.06 
363,Intel,3/1/1995,$79.75 ,$90.00 ,$78.37 ,$84.87 ,91427826,$5.02 
364,Intel,2/1/1995,$69.37 ,$80.75 ,$69.12 ,$79.75 ,84607242,$4.72 
365,Intel,1/3/1995,$63.63 ,$71.75 ,$63.00 ,$69.37 ,98914819,$4.10 
366,Intel,12/1/1994,$62.00 ,$65.75 ,$57.50 ,$63.88 ,102595885,$3.78 
367,Intel,11/1/1994,$61.88 ,$67.27 ,$59.75 ,$63.13 ,87542095,$3.73 
368,Intel,10/3/1994,$61.75 ,$63.00 ,$57.38 ,$62.13 ,82570133,$3.67 
369,Intel,9/1/1994,$64.75 ,$68.25 ,$60.00 ,$61.50 ,64968380,$3.63 
370,Intel,8/1/1994,$59.00 ,$67.50 ,$56.63 ,$65.75 ,71104347,$3.88 
371,Intel,7/1/1994,$58.88 ,$63.00 ,$56.13 ,$59.25 ,68221120,$3.50 
372,Intel,6/1/1994,$62.50 ,$65.00 ,$57.25 ,$58.50 ,55543636,$3.45 
373,Intel,5/2/1994,$60.75 ,$62.75 ,$56.50 ,$62.50 ,62761980,$3.69 
374,Intel,4/4/1994,$65.50 ,$71.00 ,$56.00 ,$61.00 ,103743578,$3.60 
375,Intel,3/1/1994,$68.87 ,$73.50 ,$65.00 ,$67.50 ,75196660,$3.98 
376,Intel,2/1/1994,$65.00 ,$69.25 ,$60.50 ,$68.75 ,75217684,$4.05 
377,Intel,1/3/1994,$62.25 ,$69.25 ,$60.75 ,$65.25 ,96639085,$3.85 
378,Intel,12/1/1993,$61.75 ,$64.75 ,$56.25 ,$62.00 ,69052436,$3.65 
379,Intel,11/1/1993,$63.25 ,$64.50 ,$56.25 ,$61.50 ,77418133,$3.62 
380,Intel,10/1/1993,$71.50 ,$73.87 ,$61.50 ,$63.25 ,98148876,$3.72 
381,Intel,9/1/1993,$63.75 ,$74.25 ,$60.25 ,$70.75 ,64329371,$4.16 
382,Intel,8/2/1993,$52.25 ,$67.25 ,$52.25 ,$64.25 ,69301236,$3.78 
383,Intel,7/1/1993,$55.00 ,$57.00 ,$49.25 ,$52.25 ,60581866,$3.07 
384,Intel,6/1/1993,$111.00 ,$116.00 ,$52.88 ,$55.00 ,67017527,$3.23 
385,Intel,5/3/1993,$95.75 ,$113.50 ,$95.25 ,$110.87 ,87835520,$3.26 
386,Intel,4/1/1993,$114.87 ,$121.00 ,$85.50 ,$95.12 ,184804114,$2.80 
387,Intel,3/1/1993,$116.75 ,$121.25 ,$111.25 ,$115.00 ,90586573,$3.38 
388,Intel,2/1/1993,$107.00 ,$120.00 ,$104.25 ,$116.50 ,133320084,$3.42 
389,Intel,1/4/1993,$87.00 ,$118.00 ,$86.25 ,$106.75 ,154537440,$3.13 
390,Intel,12/1/1992,$71.75 ,$91.50 ,$71.00 ,$87.00 ,89086254,$2.55 
391,Intel,11/2/1992,$67.00 ,$72.25 ,$66.50 ,$71.50 ,55710080,$2.10 
392,Intel,10/1/1992,$65.50 ,$69.12 ,$60.75 ,$67.50 ,74762618,$1.98 
393,Intel,9/1/1992,$57.75 ,$67.00 ,$57.75 ,$65.75 ,59139200,$1.93 
394,Intel,8/3/1992,$60.25 ,$61.25 ,$54.25 ,$58.00 ,39292038,$1.70 
395,Intel,7/1/1992,$57.00 ,$60.25 ,$54.75 ,$59.75 ,54961018,$1.75 
396,Intel,6/1/1992,$50.00 ,$57.75 ,$47.75 ,$57.00 ,65252509,$1.67 
397,Intel,5/1/1992,$53.50 ,$54.75 ,$46.50 ,$50.00 ,62752960,$1.46 
398,Intel,4/1/1992,$55.25 ,$59.25 ,$49.00 ,$53.50 ,86527695,$1.57 
399,Intel,3/2/1992,$63.50 ,$67.50 ,$51.50 ,$55.25 ,82212218,$1.62 
400,Intel,2/3/1992,$60.00 ,$68.75 ,$59.00 ,$63.50 ,73250863,$1.86 
401,Intel,1/2/1992,$48.63 ,$63.00 ,$47.25 ,$59.88 ,111042327,$1.75 
402,Intel,12/2/1991,$40.75 ,$49.25 ,$40.25 ,$49.00 ,52446628,$1.44 
403,Intel,11/1/1991,$41.50 ,$44.25 ,$39.75 ,$41.00 ,55512960,$1.20 
404,Intel,10/1/1991,$42.50 ,$45.50 ,$38.50 ,$40.63 ,66745182,$1.19 
405,Intel,9/3/1991,$49.25 ,$50.00 ,$40.00 ,$42.25 ,84670240,$1.24 
406,Intel,8/1/1991,$47.50 ,$52.75 ,$44.00 ,$49.50 ,61719854,$1.45 
407,Intel,7/1/1991,$46.75 ,$47.75 ,$41.00 ,$47.00 ,75198545,$1.38 
408,Intel,6/3/1991,$55.75 ,$59.25 ,$43.50 ,$46.50 ,104460000,$1.36 
409,Intel,5/1/1991,$48.50 ,$55.75 ,$46.75 ,$55.75 ,77445381,$1.63 
410,Intel,4/1/1991,$46.75 ,$55.25 ,$46.25 ,$49.25 ,70112727,$1.44 
411,Intel,3/1/1991,$47.50 ,$52.75 ,$43.25 ,$46.75 ,82986560,$1.37 
412,Intel,2/1/1991,$45.75 ,$51.00 ,$45.50 ,$47.75 ,67873178,$1.40 
413,Intel,1/2/1991,$38.00 ,$45.75 ,$37.75 ,$45.75 ,82109527,$1.34 
414,Intel,12/3/1990,$37.75 ,$40.25 ,$34.75 ,$38.50 ,44659040,$1.13 
415,Intel,11/1/1990,$33.00 ,$38.50 ,$32.50 ,$37.50 ,45718552,$1.10 
416,Intel,10/1/1990,$33.00 ,$36.13 ,$28.00 ,$33.50 ,60912695,$0.98 
417,Intel,9/4/1990,$33.00 ,$34.50 ,$29.75 ,$33.25 ,60468884,$0.97 
418,Intel,8/1/1990,$44.50 ,$44.50 ,$30.50 ,$33.38 ,89073947,$0.98 
419,Intel,7/2/1990,$47.00 ,$52.00 ,$39.25 ,$44.50 ,69095161,$1.30 
420,Intel,6/1/1990,$48.25 ,$48.75 ,$45.00 ,$47.00 ,45098971,$1.38 
421,Intel,5/1/1990,$39.50 ,$49.25 ,$39.50 ,$48.25 ,74803927,$1.41 
422,Intel,4/2/1990,$41.25 ,$44.00 ,$38.75 ,$39.50 ,56005120,$1.16 
423,Intel,3/1/1990,$40.00 ,$43.75 ,$38.75 ,$41.75 ,63603345,$1.22 
424,Intel,2/1/1990,$39.50 ,$41.50 ,$38.00 ,$40.25 ,49832926,$1.18 
425,Intel,1/2/1990,$34.50 ,$39.75 ,$34.00 ,$39.50 ,78160872,$1.16 
426,Intel,12/1/1989,$34.75 ,$36.00 ,$30.00 ,$34.50 ,43915840,$1.01 
427,Intel,11/1/1989,$33.50 ,$35.00 ,$29.50 ,$34.75 ,41967085,$1.02 
428,Intel,10/2/1989,$32.25 ,$35.00 ,$30.00 ,$33.75 ,60339345,$0.99 
429,Intel,9/1/1989,$29.75 ,$32.50 ,$29.37 ,$32.25 ,44429760,$0.94 
430,Intel,8/1/1989,$30.50 ,$33.25 ,$28.25 ,$30.00 ,58179060,$0.88 
431,Intel,7/3/1989,$29.00 ,$31.50 ,$27.50 ,$30.50 ,44076000,$0.89 
432,Intel,6/1/1989,$32.50 ,$33.75 ,$28.00 ,$29.00 ,51896727,$0.85 
433,Intel,5/1/1989,$28.75 ,$33.00 ,$28.25 ,$32.50 ,43851054,$0.95 
434,Intel,4/3/1989,$26.25 ,$30.50 ,$24.62 ,$29.00 ,58084480,$0.85 
435,Intel,3/1/1989,$25.75 ,$27.25 ,$23.25 ,$26.25 ,41722472,$0.77 
436,Intel,2/1/1989,$26.25 ,$27.87 ,$24.37 ,$25.75 ,54539957,$0.75 
437,Intel,1/3/1989,$23.75 ,$26.00 ,$22.87 ,$26.00 ,65101257,$0.76 
438,Intel,12/1/1988,$20.25 ,$24.00 ,$19.75 ,$23.75 ,52610590,$0.70 
439,Intel,11/1/1988,$25.00 ,$25.50 ,$19.25 ,$20.00 ,82892190,$0.59 
440,Intel,10/3/1988,$27.00 ,$28.25 ,$23.75 ,$24.75 ,77671771,$0.72 
441,Intel,9/1/1988,$27.75 ,$29.62 ,$25.50 ,$27.50 ,63751161,$0.81 
442,Intel,8/1/1988,$34.00 ,$35.50 ,$27.75 ,$28.00 ,54650852,$0.82 
443,Intel,7/1/1988,$36.25 ,$36.50 ,$33.00 ,$34.75 ,47988960,$1.02 
444,Intel,6/1/1988,$30.75 ,$37.25 ,$30.50 ,$36.13 ,61928290,$1.06 
445,Intel,5/2/1988,$31.25 ,$33.25 ,$29.00 ,$30.75 ,36860038,$0.90 
446,Intel,4/4/1988,$29.25 ,$33.50 ,$29.25 ,$31.00 ,49472960,$0.91 
447,Intel,3/1/1988,$28.25 ,$32.75 ,$27.50 ,$29.37 ,68445495,$0.86 
448,Intel,2/1/1988,$25.50 ,$29.25 ,$23.00 ,$28.25 ,55600000,$0.83 
449,Intel,1/4/1988,$27.00 ,$29.25 ,$21.62 ,$25.50 ,67597120,$0.75 
450,Intel,12/1/1987,$22.00 ,$28.00 ,$20.75 ,$26.50 ,62933672,$0.78 
451,Intel,11/2/1987,$26.00 ,$28.50 ,$20.25 ,$21.50 ,69968320,$0.63 
452,Intel,10/1/1987,$58.25 ,$62.75 ,$21.75 ,$26.00 ,126247272,$0.76 
453,Intel,9/1/1987,$53.00 ,$58.88 ,$51.50 ,$57.75 ,66200228,$1.13 
454,Intel,8/3/1987,$47.00 ,$56.25 ,$44.75 ,$52.75 ,60770133,$1.03 
455,Intel,7/1/1987,$43.75 ,$50.50 ,$42.75 ,$47.75 ,49518109,$0.93 
456,Intel,6/1/1987,$44.00 ,$45.13 ,$39.50 ,$44.00 ,57158836,$0.86 
457,Intel,5/1/1987,$46.75 ,$47.50 ,$39.50 ,$43.88 ,47759200,$0.86 
458,Intel,4/1/1987,$38.50 ,$48.00 ,$38.25 ,$47.00 ,81696457,$0.92 
459,Intel,3/2/1987,$37.75 ,$42.00 ,$34.25 ,$39.25 ,66924654,$0.77 
460,Intel,2/2/1987,$31.50 ,$38.50 ,$31.00 ,$38.00 ,94091621,$0.74 
461,Intel,1/2/1987,$20.75 ,$31.25 ,$20.75 ,$31.25 ,92997638,$0.61 
462,Intel,12/1/1986,$22.50 ,$23.75 ,$20.75 ,$21.00 ,31265745,$0.41 
463,Intel,11/3/1986,$20.12 ,$23.00 ,$19.50 ,$23.00 ,24291705,$0.45 
464,Intel,10/1/1986,$19.75 ,$21.50 ,$18.00 ,$20.25 ,32583930,$0.40 
465,Intel,9/2/1986,$23.00 ,$23.25 ,$18.75 ,$19.50 ,33248304,$0.38 
466,Intel,8/1/1986,$18.75 ,$24.25 ,$16.37 ,$23.00 ,30944609,$0.45 
467,Microsoft,12/1/2005,$27.73 ,$28.10 ,$26.10 ,$26.15 ,62892384,$25.96 
468,Microsoft,11/1/2005,$25.61 ,$28.25 ,$25.61 ,$27.68 ,71469194,$27.48 
469,Microsoft,10/3/2005,$25.71 ,$25.80 ,$24.25 ,$25.70 ,72132475,$25.44 
470,Microsoft,9/1/2005,$27.38 ,$27.39 ,$25.12 ,$25.73 ,66976476,$25.47 
471,Microsoft,8/1/2005,$25.81 ,$27.94 ,$25.76 ,$27.38 ,65529978,$27.10 
472,Microsoft,7/1/2005,$24.85 ,$26.48 ,$24.50 ,$25.61 ,69046604,$25.28 
473,Microsoft,6/1/2005,$25.73 ,$26.00 ,$24.82 ,$24.84 ,62956713,$24.52 
474,Microsoft,5/2/2005,$25.23 ,$26.09 ,$24.64 ,$25.80 ,62699752,$25.46 
475,Microsoft,4/1/2005,$24.24 ,$25.45 ,$23.94 ,$25.30 ,77090234,$24.89 
